Checkpoint number,Checkpoint fraction,CP number branch 1,CP fraction branch 1,CP number branch 2,CP fraction branch 2,Ground checkpoint,Contact checkpoint,Lap index,Lap distance,X,Y,Z,Notes
0,0.02509078,2,0.01019789,3,0.43651477,22,22,0,25.09078,3983.91504,299.63177,-25.09045,
0,0.02357251,2,0.01019789,3,0.43651477,22,22,0,23.57251,3991.56665,300.17352,-23.57218,
0,0.02250916,2,0.01019789,3,0.43651477,22,22,0,22.50916,3999.3208,300.82062,-22.50883,
0,0.02190807,2,0.01019789,3,0.43651477,22,22,0,21.90807,4007.15063,301.56873,-21.90774,
0,0.02177522,2,0.01019789,3,0.43651477,22,22,0,21.77522,4015.02808,302.4136,-21.77489,
0,0.02211539,2,0.01019789,3,0.43651477,22,22,0,22.11539,4022.92529,303.3508,-22.11506,
0,0.02293094,2,0.01019789,3,0.43651477,22,22,0,22.93094,4030.82153,304.36652,-22.9306,
0,0.024208,2,0.01019789,3,0.43651477,22,22,0,24.208,4038.77979,305.34531,-24.20766,
0,0.0258193,2,0.01019789,3,0.43651477,22,22,0,25.8193,4046.77954,306.20303,-25.81896,
0,0.02745923,2,0.01019789,3,0.43651477,22,22,0,27.45923,4054.85791,306.69922,-27.45889,
0,0.0279934,2,0.01019789,3,0.43651477,22,22,0,27.9934,4062.75757,306.5701,-27.99306,
0,0.02750117,2,0.01019789,3,0.43651477,22,22,0,27.50117,4070.49023,305.89777,-27.50083,
0,0.02612654,2,0.01019789,3,0.43651477,22,22,0,26.12654,4078.0437,304.80408,-26.12619,
0,0.02403479,2,0.01019789,3,0.43651477,22,22,0,24.03479,4085.3938,303.42136,-24.03445,
0,0.02137489,2,0.01019789,3,0.43651477,22,22,0,21.37489,4092.52124,301.85812,-21.37454,
0,0.01825449,2,0.01019789,3,0.43651477,22,22,0,18.25449,4099.41016,300.19308,-18.25415,
0,0.01467708,2,0.01019789,3,0.43651477,22,22,0,14.67708,4106.00146,298.51309,-14.67673,
0,0.01063299,2,0.01019789,3,0.43651477,22,22,0,10.63299,4112.26318,296.85742,-10.63264,
0,0.00614646,2,0.01019789,3,0.43651477,22,22,0,6.14646,4118.18408,295.25272,-6.14611,
0,0.00124753,2,0.01019789,3,0.43651477,22,22,0,1.24753,4123.74854,293.73026,-1.24717,
402,0.99667007,2,0.01019789,3,0.43651477,22,22,-1,21709.39648,4128.94238,292.31567,4.03982,
402,0.99201876,2,0.01019789,3,0.43651477,22,22,-1,21708.28906,4133.75098,291.02972,9.69245,
402,0.98709744,2,0.01019789,3,0.43651477,22,22,-1,21707.11719,4138.16797,289.88031,15.68438,
402,0.98193395,2,0.01019789,3,0.43651477,22,22,-1,21705.88672,4142.19531,288.86685,21.98152,
402,0.97655684,2,0.01019789,3,0.43651477,22,22,-1,21704.60547,4145.83154,287.99078,28.54842,
402,0.97099072,2,0.01019789,3,0.43651477,22,22,-1,21703.28125,4149.07324,287.25272,35.35452,
402,0.96525621,2,0.01019789,3,0.43651477,22,22,-1,21701.91406,4151.91504,286.65173,42.37347,
402,0.95937282,2,0.01019789,3,0.43651477,22,22,-1,21700.51367,4154.35059,286.18591,49.58052,
402,0.95335853,2,0.01019789,3,0.43651477,22,22,-1,21699.08203,4156.37354,285.85184,56.95224,
402,0.94723183,2,0.01019789,3,0.43651477,22,22,-1,21697.62305,4157.97754,285.64554,64.46464,
402,0.94101077,2,0.01019789,3,0.43651477,22,22,-1,21696.14063,4159.15674,285.56268,72.0937,
402,0.93471432,2,0.01019789,3,0.43651477,22,22,-1,21694.64063,4159.90527,285.59906,79.81477,
402,0.92836064,2,0.01019789,3,0.43651477,22,22,-1,21693.12695,4160.21777,285.74985,87.60353,
402,0.92196888,2,0.01019789,3,0.43651477,22,22,-1,21691.60547,4160.08936,286.01071,95.43459,
402,0.91555846,2,0.01019789,3,0.43651477,22,22,-1,21690.07813,4159.51611,286.37741,103.28208,
402,0.90914887,2,0.01019789,3,0.43651477,22,22,-1,21688.55273,4158.49463,286.84564,111.12003,
402,0.90275997,2,0.01019789,3,0.43651477,22,22,-1,21687.03125,4157.02344,287.41086,118.92191,
402,0.89641237,2,0.01019789,3,0.43651477,22,22,-1,21685.51953,4155.10254,288.06873,126.66052,
402,0.89012718,2,0.01019789,3,0.43651477,22,22,-1,21684.02148,4152.7334,288.81555,134.30786,
402,0.8839255,2,0.01019789,3,0.43651477,22,22,-1,21682.54492,4149.91895,289.64728,141.83636,
402,0.87782878,2,0.01019789,3,0.43651477,22,22,-1,21681.09375,4146.66406,290.56058,149.21764,
402,0.8718586,2,0.01019789,3,0.43651477,22,22,-1,21679.67188,4142.9751,291.55173,156.42392,
402,0.86603683,2,0.01019789,3,0.43651477,22,22,-1,21678.28516,4138.86133,292.6178,163.4269,
402,0.86038488,2,0.01019789,3,0.43651477,22,22,-1,21676.93945,4134.33252,293.75543,170.19922,
402,0.85492414,2,0.01019789,3,0.43651477,22,22,-1,21675.63867,4129.40137,294.96182,176.71368,
402,0.84967577,2,0.01019789,3,0.43651477,22,22,-1,21674.38867,4124.08154,296.23361,182.94414,
402,0.8446604,2,0.01019789,3,0.43651477,22,22,-1,21673.19336,4118.39014,297.56818,188.86479,
402,0.83989859,2,0.01019789,3,0.43651477,22,22,-1,21672.06055,4112.34521,298.96317,194.45079,
402,0.83522469,2,0.01019789,3,0.43651477,22,22,-1,21670.94727,4106.0542,300.13409,199.90782,
402,0.83025736,2,0.01019789,3,0.43651477,22,22,-1,21669.76367,4100.1792,300.66873,205.72643,
402,0.82502252,2,0.01019789,3,0.43651477,22,22,-1,21668.51758,4094.69434,300.65668,211.87451,
402,0.81954783,2,0.01019789,3,0.43651477,22,22,-1,21667.21289,4089.70313,300.22797,218.32358,
402,0.81388646,2,0.01019789,3,0.43651477,22,22,-1,21665.86523,4085.12061,299.45859,225.0067,
402,0.80802977,2,0.01019789,3,0.43651477,22,22,-1,21664.4707,4081.27222,298.51703,231.95032,
402,0.80195034,2,0.01019789,3,0.43651477,22,22,-1,21663.02148,4078.23804,297.41693,239.19455,
402,0.79567218,2,0.01019789,3,0.43651477,22,22,-1,21661.52734,4075.90063,296.14307,246.7075,
402,0.78928596,2,0.01019789,3,0.43651477,22,22,-1,21660.00586,4074.14575,294.78073,254.37671,
402,0.78286296,2,0.01019789,3,0.43651477,22,22,-1,21658.47656,4072.90942,293.40878,262.11484,
402,0.77644598,2,0.01019789,3,0.43651477,22,22,-1,21656.94727,4072.1709,292.08093,269.87106,
402,0.77006054,2,0.01019789,3,0.43651477,22,22,-1,21655.42773,4071.93115,290.83194,277.61697,
402,0.76372337,2,0.01019789,3,0.43651477,22,22,-1,21653.91797,4072.19604,289.68317,285.33469,
402,0.75745112,2,0.01019789,3,0.43651477,22,22,-1,21652.42383,4072.96606,288.64957,293.0062,
402,0.75126177,2,0.01019789,3,0.43651477,22,22,-1,21650.94922,4074.23535,287.74173,300.61142,
402,0.74517494,2,0.01019789,3,0.43651477,22,22,-1,21649.5,4075.99341,286.96759,308.12793,
402,0.73921007,2,0.01019789,3,0.43651477,22,22,-1,21648.08008,4078.22778,286.33163,315.53311,
402,0.73338622,2,0.01019789,3,0.43651477,22,22,-1,21646.69336,4080.92578,285.83554,322.8045,
402,0.72772288,2,0.01019789,3,0.43651477,22,22,-1,21645.34375,4084.07422,285.47931,329.91913,
402,0.72223872,2,0.01019789,3,0.43651477,22,22,-1,21644.03711,4087.65918,285.26102,336.85443,
402,0.71695244,2,0.01019789,3,0.43651477,22,22,-1,21642.7793,4091.66724,285.17773,343.58771,
402,0.71188259,2,0.01019789,3,0.43651477,22,22,-1,21641.57227,4096.08447,285.22604,350.09613,
402,0.7070471,2,0.01019789,3,0.43651477,22,22,-1,21640.41992,4100.89697,285.40134,356.35727,
402,0.70246381,2,0.01019789,3,0.43651477,22,22,-1,21639.32813,4106.08936,285.69897,362.34851,
402,0.69815004,2,0.01019789,3,0.43651477,22,22,-1,21638.30078,4111.646,286.11429,368.04739,
402,0.69412261,2,0.01019789,3,0.43651477,22,22,-1,21637.3418,4117.5498,286.64227,373.43179,
402,0.69039804,2,0.01019789,3,0.43651477,22,22,-1,21636.45508,4123.7832,287.27835,378.47968,
402,0.68699187,2,0.01019789,3,0.43651477,22,22,-1,21635.64258,4130.32715,288.0177,383.16977,
402,0.68385434,2,0.01019789,3,0.43651477,22,22,-1,21634.89648,4137.24316,288.71945,387.56711,
402,0.68089944,2,0.01019789,3,0.43651477,22,22,-1,21634.19336,4144.4126,289.28265,391.76862,
402,0.67802781,2,0.01019789,3,0.43651477,22,22,-1,21633.50781,4151.69824,289.61917,395.8866,
402,0.67466319,2,0.01019789,3,0.43651477,22,22,-1,21632.70703,4158.354,289.30762,400.57904,
402,0.67075068,2,0.01019789,3,0.43651477,22,22,-1,21631.77539,4164.12109,288.49844,405.89517,
402,0.66632038,2,0.01019789,3,0.43651477,22,22,-1,21630.7207,4169.06494,287.23483,411.80286,
402,0.66145813,2,0.01019789,3,0.43651477,22,22,-1,21629.5625,4173.24268,285.63699,418.1994,
402,0.65625662,2,0.01019789,3,0.43651477,22,22,-1,21628.32422,4176.71582,283.82132,424.97324,
402,0.65079486,2,0.01019789,3,0.43651477,22,22,-1,21627.02344,4179.52295,281.89432,432.02731,
402,0.64513403,2,0.01019789,3,0.43651477,22,22,-1,21625.67383,4181.71289,279.92087,439.28763,
402,0.63932949,2,0.01019789,3,0.43651477,22,22,-1,21624.29297,4183.3418,277.94901,446.68765,
402,0.63342917,2,0.01019789,3,0.43651477,22,22,-1,21622.88672,4184.44336,276.03021,454.16852,
402,0.62746286,2,0.01019789,3,0.43651477,22,22,-1,21621.4668,4185.02832,274.20364,461.69159,
402,0.6214478,2,0.01019789,3,0.43651477,22,22,-1,21620.0332,4185.09717,272.4939,469.23328,
402,0.61539978,2,0.01019789,3,0.43651477,22,22,-1,21618.59375,4184.65137,270.91852,476.77182,
402,0.60933554,2,0.01019789,3,0.43651477,22,22,-1,21617.14844,4183.69775,269.48947,484.28452,
402,0.60327315,2,0.01019789,3,0.43651477,22,22,-1,21615.70508,4182.24756,268.21426,491.74756,
402,0.59723157,2,0.01019789,3,0.43651477,22,22,-1,21614.26563,4180.31299,267.09741,499.13638,
402,0.59122902,2,0.01019789,3,0.43651477,22,22,-1,21612.83594,4177.90771,266.13968,506.42712,
402,0.58528411,2,0.01019789,3,0.43651477,22,22,-1,21611.41992,4175.0459,265.33978,513.59589,
402,0.57941562,2,0.01019789,3,0.43651477,22,22,-1,21610.02344,4171.74121,264.69522,520.61871,
402,0.57364172,2,0.01019789,3,0.43651477,22,22,-1,21608.64844,4168.00732,264.20203,527.47229,
402,0.56798077,2,0.01019789,3,0.43651477,22,22,-1,21607.29883,4163.85742,263.85565,534.13336,
402,0.56245124,2,0.01019789,3,0.43651477,22,22,-1,21605.98242,4159.30469,263.65094,540.57886,
402,0.55707139,2,0.01019789,3,0.43651477,22,22,-1,21604.70117,4154.36328,263.58255,546.78577,
402,0.55186039,2,0.01019789,3,0.43651477,22,22,-1,21603.46094,4149.04736,263.64548,552.73083,
402,0.54683697,2,0.01019789,3,0.43651477,22,22,-1,21602.26367,4143.37207,263.83453,558.39124,
402,0.54201996,2,0.01019789,3,0.43651477,22,22,-1,21601.11719,4137.35303,264.14447,563.74438,
402,0.53742862,2,0.01019789,3,0.43651477,22,22,-1,21600.02344,4131.00781,264.57053,568.76782,
402,0.53308177,2,0.01019789,3,0.43651477,22,22,-1,21598.98828,4124.354,265.10785,573.4397,
402,0.52899826,2,0.01019789,3,0.43651477,22,22,-1,21598.01563,4117.41162,265.75156,577.73895,
402,0.52519637,2,0.01019789,3,0.43651477,22,22,-1,21597.10938,4110.20264,266.49707,581.64545,
402,0.5216943,2,0.01019789,3,0.43651477,22,22,-1,21596.27539,4102.74951,267.3399,585.13995,
402,0.51850933,2,0.01019789,3,0.43651477,22,22,-1,21595.51758,4095.07715,268.27621,588.20453,
402,0.51565826,2,0.01019789,3,0.43651477,22,22,-1,21594.83789,4087.21094,269.30188,590.82239,
402,0.51315689,2,0.01019789,3,0.43651477,22,22,-1,21594.24219,4079.17798,270.41278,592.97858,
402,0.51101959,2,0.01019789,3,0.43651477,22,22,-1,21593.73438,4071.00708,271.60507,594.66022,
402,0.50925976,2,0.01019789,3,0.43651477,22,22,-1,21593.31445,4062.72827,272.87524,595.8562,
402,0.50788957,2,0.01019789,3,0.43651477,22,22,-1,21592.98828,4054.37231,274.21997,596.55713,
402,0.50691974,2,0.01019789,3,0.43651477,22,22,-1,21592.75781,4045.97021,275.63571,596.7558,
402,0.50619274,2,0.01019789,3,0.43651477,22,22,-1,21592.58398,4037.3811,276.7948,596.6308,
402,0.50534558,2,0.01019789,3,0.43651477,22,22,-1,21592.38281,4028.77588,277.51517,596.64795,
402,0.504085,2,0.01019789,3,0.43651477,22,22,-1,21592.08203,4020.32397,277.74301,597.18475,
402,0.50241929,2,0.01019789,3,0.43651477,22,22,-1,21591.68555,4011.99194,277.49551,598.22479,
402,0.50034076,2,0.01019789,3,0.43651477,22,22,-1,21591.19141,4003.84985,276.88245,599.78369,
402,0.49783292,2,0.01019789,3,0.43651477,22,22,-1,21590.59375,3995.94604,275.97501,601.88531,
402,0.49482027,2,0.01019789,3,0.43651477,22,22,-1,21589.875,3988.39087,274.86792,604.63293,
402,0.49117374,2,0.01019789,3,0.43651477,22,22,-1,21589.00781,3981.3855,273.72031,608.20587,
402,0.48692852,2,0.01019789,3,0.43651477,22,22,-1,21587.99609,3974.81738,272.43106,612.54645,
402,0.48222351,2,0.01019789,3,0.43651477,22,22,-1,21586.875,3968.6416,271.05441,617.47992,
402,0.47718832,2,0.01019789,3,0.43651477,22,22,-1,21585.67578,3962.84692,269.67471,622.84778,
402,0.47189683,2,0.01019789,3,0.43651477,22,22,-1,21584.41602,3957.44019,268.35394,628.56213,
402,0.46637672,2,0.01019789,3,0.43651477,22,22,-1,21583.10156,3952.43506,267.12457,634.59192,
402,0.46064448,2,0.01019789,3,0.43651477,22,22,-1,21581.73633,3947.84497,266.00693,640.9201,
402,0.4547171,2,0.01019789,3,0.43651477,22,22,-1,21580.32422,3943.68042,265.01477,647.52881,
402,0.44861448,2,0.01019789,3,0.43651477,22,22,-1,21578.87109,3939.94946,264.15732,654.39667,
402,0.44235885,2,0.01019789,3,0.43651477,22,22,-1,21577.38086,3936.65771,263.43997,661.49921,
402,0.4359737,2,0.01019789,3,0.43651477,22,22,-1,21575.86133,3933.8103,262.86578,668.81067,
402,0.42948318,2,0.01019789,3,0.43651477,22,22,-1,21574.31445,3931.41162,262.43521,676.30469,
402,0.42291129,2,0.01019789,3,0.43651477,22,22,-1,21572.75,3929.46655,262.14719,683.9549,
402,0.41628242,2,0.01019789,3,0.43651477,22,22,-1,21571.17188,3927.97876,261.99887,691.7348,
402,0.40962082,2,0.01019789,3,0.43651477,22,22,-1,21569.58398,3926.95264,261.98669,699.61786,
402,0.40295112,2,0.01019789,3,0.43651477,22,22,-1,21567.99609,3926.39185,262.10626,707.57733,
402,0.39629805,2,0.01019789,3,0.43651477,22,22,-1,21566.41211,3926.29956,262.35303,715.586,
402,0.38968673,2,0.01019789,3,0.43651477,22,22,-1,21564.83789,3926.67798,262.72214,723.61621,
402,0.38314232,2,0.01019789,3,0.43651477,22,22,-1,21563.2793,3927.52954,263.20862,731.64026,
402,0.37669036,2,0.01019789,3,0.43651477,22,22,-1,21561.74219,3928.85425,263.80783,739.62927,
402,0.3703559,2,0.01019789,3,0.43651477,22,22,-1,21560.23242,3930.65259,264.51453,747.55518,
402,0.36416441,2,0.01019789,3,0.43651477,22,22,-1,21558.75781,3932.92212,265.32355,755.38873,
402,0.35814142,2,0.01019789,3,0.43651477,22,22,-1,21557.32422,3935.65869,266.23041,763.10004,
402,0.35231179,2,0.01019789,3,0.43651477,22,22,-1,21555.93555,3938.85669,267.2305,770.65955,
402,0.34670028,2,0.01019789,3,0.43651477,22,22,-1,21554.59961,3942.50903,268.31949,778.0376,
402,0.34133071,2,0.01019789,3,0.43651477,22,22,-1,21553.32031,3946.60645,269.49335,785.20453,
402,0.33622625,2,0.01019789,3,0.43651477,22,22,-1,21552.10547,3951.1377,270.7478,792.13135,
402,0.33140916,2,0.01019789,3,0.43651477,22,22,-1,21550.95703,3956.08936,272.07913,798.78918,
402,0.32690054,2,0.01019789,3,0.43651477,22,22,-1,21549.88477,3961.44604,273.48361,805.14996,
402,0.3227202,2,0.01019789,3,0.43651477,22,22,-1,21548.88867,3967.19019,274.95767,811.18646,
402,0.31888649,2,0.01019789,3,0.43651477,22,22,-1,21547.97461,3973.30176,276.49808,816.8725,
402,0.31535241,2,0.01019789,3,0.43651477,22,22,-1,21547.13281,3979.83618,277.9736,822.27393,
402,0.31192321,2,0.01019789,3,0.43651477,22,22,-1,21546.31641,3986.60596,279.15167,827.59802,
402,0.30802611,2,0.01019789,3,0.43651477,22,22,-1,21545.38867,3992.72974,279.67349,833.40143,
402,0.30374023,2,0.01019789,3,0.43651477,22,22,-1,21544.36719,3998.34473,279.63034,839.61047,
402,0.29912117,2,0.01019789,3,0.43651477,22,22,-1,21543.26758,4003.40405,279.18387,846.14923,
402,0.2941944,2,0.01019789,3,0.43651477,22,22,-1,21542.09375,4007.87695,278.42853,852.98053,
402,0.28893891,2,0.01019789,3,0.43651477,22,22,-1,21540.84375,4011.58203,277.49521,860.09857,
402,0.283362,2,0.01019789,3,0.43651477,22,22,-1,21539.51563,4014.54907,276.38873,867.49768,
402,0.27752501,2,0.01019789,3,0.43651477,22,22,-1,21538.125,4016.82373,275.18091,875.10803,
402,0.27149105,2,0.01019789,3,0.43651477,22,22,-1,21536.6875,4018.46973,273.92859,882.86053,
402,0.26532072,2,0.01019789,3,0.43651477,22,22,-1,21535.21875,4019.55591,272.67749,890.69012,
402,0.25906545,2,0.01019789,3,0.43651477,22,22,-1,21533.72852,4020.125,271.4776,898.53839,
402,0.25275162,2,0.01019789,3,0.43651477,22,22,-1,21532.22461,4020.18896,270.3609,906.37262,
402,0.24639539,2,0.01019789,3,0.43651477,22,22,-1,21530.71094,4019.74902,269.34827,914.17065,
402,0.24001151,2,0.01019789,3,0.43651477,22,22,-1,21529.19141,4018.80811,268.45355,921.91254,
402,0.23361634,2,0.01019789,3,0.43651477,22,22,-1,21527.66797,4017.37305,267.68695,929.57678,
402,0.22722732,2,0.01019789,3,0.43651477,22,22,-1,21526.14648,4015.45337,267.05499,937.1413,
402,0.22086214,2,0.01019789,3,0.43651477,22,22,-1,21524.62891,4013.0603,266.56067,944.58386,
402,0.21453944,2,0.01019789,3,0.43651477,22,22,-1,21523.125,4010.2063,266.20493,951.88159,
402,0.20827784,2,0.01019789,3,0.43651477,22,22,-1,21521.63281,4006.9043,265.98666,959.01178,
402,0.20209625,2,0.01019789,3,0.43651477,22,22,-1,21520.16016,4003.16748,265.90369,965.95142,
402,0.19601429,2,0.01019789,3,0.43651477,22,22,-1,21518.71289,3999.00977,265.95322,972.67719,
402,0.190051,2,0.01019789,3,0.43651477,22,22,-1,21517.29102,3994.44434,266.13126,979.16626,
402,0.18422578,2,0.01019789,3,0.43651477,22,22,-1,21515.9043,3989.48535,266.43317,985.39594,
402,0.17855862,2,0.01019789,3,0.43651477,22,22,-1,21514.55469,3984.14868,266.85437,991.34326,
402,0.17306955,2,0.01019789,3,0.43651477,22,22,-1,21513.24805,3978.45044,267.39005,996.9856,
402,0.16777888,2,0.01019789,3,0.43651477,22,22,-1,21511.98828,3972.40845,268.03552,1002.3006,
402,0.16270676,2,0.01019789,3,0.43651477,22,22,-1,21510.7793,3966.04077,268.78595,1007.2663,
402,0.15787342,2,0.01019789,3,0.43651477,22,22,-1,21509.62891,3959.36768,269.63647,1011.86157,
402,0.15329894,2,0.01019789,3,0.43651477,22,22,-1,21508.53906,3952.41113,270.58258,1016.06604,
402,0.14900312,2,0.01019789,3,0.43651477,22,22,-1,21507.51563,3945.19409,271.61981,1019.86029,
402,0.14500518,2,0.01019789,3,0.43651477,22,22,-1,21506.56445,3937.74121,272.74387,1023.22614,
402,0.14132395,2,0.01019789,3,0.43651477,22,22,-1,21505.6875,3930.07861,273.95071,1026.14673,
402,0.13797735,2,0.01019789,3,0.43651477,22,22,-1,21504.89063,3922.2334,275.2363,1028.60681,
402,0.13498253,2,0.01019789,3,0.43651477,22,22,-1,21504.17578,3914.23462,276.59695,1030.59277,
402,0.13235538,2,0.01019789,3,0.43651477,22,22,-1,21503.55078,3906.1123,278.02933,1032.09302,
402,0.13011093,2,0.01019789,3,0.43651477,22,22,-1,21503.01563,3897.89722,279.52994,1033.09753,
402,0.12826271,2,0.01019789,3,0.43651477,22,22,-1,21502.57617,3889.62134,281.09558,1033.59875,
402,0.1268228,2,0.01019789,3,0.43651477,22,22,-1,21502.23438,3881.31641,282.7229,1033.59082,
402,0.12580138,2,0.01019789,3,0.43651477,22,22,-1,21501.99023,3873.01611,284.409,1033.07092,
402,0.12520705,2,0.01019789,3,0.43651477,22,22,-1,21501.84766,3864.75342,286.15076,1032.03821,
402,0.12504666,2,0.01019789,3,0.43651477,22,22,-1,21501.81055,3856.56226,287.94571,1030.49414,
402,0.12532541,2,0.01019789,3,0.43651477,22,22,-1,21501.87695,3848.47583,289.79095,1028.44214,
402,0.12602387,2,0.01019789,3,0.43651477,22,22,-1,21502.04297,3840.50342,291.64377,1025.91028,
402,0.12698206,2,0.01019789,3,0.43651477,22,22,-1,21502.27148,3832.4646,293.18945,1023.05505,
402,0.12786804,2,0.01019789,3,0.43651477,22,22,-1,21502.48242,3824.38794,294.33987,1020.28229,
402,0.1284748,2,0.01019789,3,0.43651477,22,22,-1,21502.62695,3816.271,295.05563,1017.83905,
402,0.12866794,2,0.01019789,3,0.43651477,22,22,-1,21502.67383,3808.10303,295.33115,1015.88196,
402,0.1285325,2,0.01019789,3,0.43651477,22,22,-1,21502.64063,3799.90796,295.24759,1014.31201,
402,0.12799475,2,0.01019789,3,0.43651477,22,22,-1,21502.51172,3791.73682,294.88834,1013.22595,
402,0.12707697,2,0.01019789,3,0.43651477,22,22,-1,21502.29492,3783.60059,294.29019,1012.59705,
402,0.12571409,2,0.01019789,3,0.43651477,22,22,-1,21501.96875,3775.55029,293.52963,1012.51135,
402,0.1236314,2,0.01019789,3,0.43651477,22,22,-1,21501.47266,3767.7561,292.82343,1013.32819,
402,0.12084334,2,0.01019789,3,0.43651477,22,22,-1,21500.80859,3760.11621,292.03528,1015.00531,
402,0.11748878,2,0.01019789,3,0.43651477,22,22,-1,21500.00977,3752.6333,291.18509,1017.37579,
402,0.11370806,2,0.01019789,3,0.43651477,22,22,-1,21499.10938,3745.34692,290.34161,1020.28003,
402,0.1095779,2,0.01019789,3,0.43651477,22,22,-1,21498.12695,3738.28882,289.55408,1023.63293,
402,0.10512886,2,0.01019789,3,0.43651477,22,22,-1,21497.06641,3731.48096,288.8504,1027.40247,
402,0.10037566,2,0.01019789,3,0.43651477,22,22,-1,21495.93555,3724.94189,288.24808,1031.57483,
402,0.09533113,2,0.01019789,3,0.43651477,22,22,-1,21494.73242,3718.68774,287.75815,1036.13831,
402,0.09000999,2,0.01019789,3,0.43651477,22,22,-1,21493.4668,3712.73413,287.38766,1041.07898,
402,0.08442988,2,0.01019789,3,0.43651477,22,22,-1,21492.13672,3707.09644,287.14117,1046.37988,
402,0.07860942,2,0.01019789,3,0.43651477,22,22,-1,21490.75,3701.78979,287.02032,1052.02307,
402,0.07256905,2,0.01019789,3,0.43651477,22,22,-1,21489.3125,3696.82935,287.0249,1057.98877,
402,0.06633019,2,0.01019789,3,0.43651477,22,22,-1,21487.82617,3692.22974,287.15363,1064.25623,
402,0.05991462,2,0.01019789,3,0.43651477,22,22,-1,21486.29883,3688.0061,287.40408,1070.80469,
402,0.0533446,2,0.01019789,3,0.43651477,22,22,-1,21484.73438,3684.17285,287.77277,1077.61292,
402,0.04664373,2,0.01019789,3,0.43651477,22,22,-1,21483.13867,3680.74438,288.25562,1084.65833,
402,0.03983662,2,0.01019789,3,0.43651477,22,22,-1,21481.51758,3677.73413,288.84854,1091.91711,
402,0.03294817,2,0.01019789,3,0.43651477,22,22,-1,21479.87695,3675.15503,289.54703,1099.36523,
402,0.0260047,2,0.01019789,3,0.43651477,22,22,-1,21478.22266,3673.01929,290.34665,1106.97705,
402,0.01903268,2,0.01019789,3,0.43651477,22,22,-1,21476.5625,3671.33838,291.2428,1114.72668,
402,0.01205949,2,0.01019789,3,0.43651477,22,22,-1,21474.90234,3670.12207,292.23105,1122.58679,
402,0.00511311,2,0.01019789,3,0.43651477,22,22,-1,21473.24609,3669.37866,293.30685,1130.52917,
401,0.99723017,2,0.01019789,3,0.43651477,22,22,-1,21471.60742,3669.11499,294.46619,1138.52441,
401,0.98663008,2,0.01019789,3,0.43651477,22,22,-1,21469.99414,3669.33643,295.70499,1146.54248,
401,0.97621238,2,0.01019789,3,0.43651477,22,22,-1,21468.4082,3670.04639,297.01938,1154.55298,
401,0.96602178,2,0.01019789,3,0.43651477,22,22,-1,21466.85547,3671.24634,298.40555,1162.52466,
401,0.95610207,2,0.01019789,3,0.43651477,22,22,-1,21465.3457,3672.93555,299.86002,1170.42603,
401,0.94649643,2,0.01019789,3,0.43651477,22,22,-1,21463.88281,3675.1106,301.37939,1178.22522,
401,0.93714935,2,0.01019789,3,0.43651477,22,22,-1,21462.45898,3677.7793,302.87622,1185.96753,
401,0.92798024,2,0.01019789,3,0.43651477,22,22,-1,21461.06445,3680.84839,304.2384,1193.69153,
401,0.91871178,2,0.01019789,3,0.43651477,22,22,-1,21459.65234,3683.93872,305.18069,1201.51172,
401,0.90911216,2,0.01019789,3,0.43651477,22,22,-1,21458.19141,3685.95605,305.58255,1209.32239,
401,0.89907867,2,0.01019789,3,0.43651477,22,22,-1,21456.66211,3686.97803,305.40048,1217.2179,
401,0.88870347,2,0.01019789,3,0.43651477,22,22,-1,21455.08398,3687.08472,304.76639,1225.14526,
401,0.87810165,2,0.01019789,3,0.43651477,22,22,-1,21453.46875,3686.37451,303.81558,1233.03894,
401,0.86737525,2,0.01019789,3,0.43651477,22,22,-1,21451.83594,3684.99414,302.64673,1240.85608,
401,0.8566336,2,0.01019789,3,0.43651477,22,22,-1,21450.20117,3683.0835,301.35895,1248.54724,
401,0.84596223,2,0.01019789,3,0.43651477,22,22,-1,21448.57617,3680.72241,300.0351,1256.0658,
401,0.83541059,2,0.01019789,3,0.43651477,22,22,-1,21446.96875,3677.93652,298.728,1263.3783,
401,0.82501346,2,0.01019789,3,0.43651477,22,22,-1,21445.38672,3674.73169,297.47623,1270.45764,
401,0.81479496,2,0.01019789,3,0.43651477,22,22,-1,21443.83008,3671.10693,296.30673,1277.28259,
401,0.80477494,2,0.01019789,3,0.43651477,22,22,-1,21442.30469,3667.06299,295.23773,1283.83618,
401,0.79497403,2,0.01019789,3,0.43651477,22,22,-1,21440.8125,3662.60864,294.28299,1290.10291,
401,0.7854144,2,0.01019789,3,0.43651477,22,22,-1,21439.35742,3657.76001,293.45285,1296.06824,
401,0.77611917,2,0.01019789,3,0.43651477,22,22,-1,21437.94141,3652.53613,292.75418,1301.71802,
401,0.76711208,2,0.01019789,3,0.43651477,22,22,-1,21436.57031,3646.95801,292.19119,1307.03845,
401,0.75841701,2,0.01019789,3,0.43651477,22,22,-1,21435.24609,3641.04688,291.76529,1312.01599,
401,0.750058,2,0.01019789,3,0.43651477,22,22,-1,21433.97266,3634.8252,291.47604,1316.63733,
401,0.74205965,2,0.01019789,3,0.43651477,22,22,-1,21432.75586,3628.31494,291.32132,1320.88916,
401,0.73444694,2,0.01019789,3,0.43651477,22,22,-1,21431.5957,3621.53906,291.29834,1324.75842,
